,zipcode,type,commoncity,county,areacode
791,92276,Standard,"Thousand Palms, Cathedral City, Cathedral Cty, Thousand ...",Riverside County,Area Code 760
792,92277,Standard,"Twentynine Palms, 29 Palms, Twentynin Plm",San Bernardino County,Area Code 760
793,92278,PO Box,"Twentynine Palms, 29 Palms, Twentynin Plm, Twentynine Palm...",San Bernardino County,Area Code 760
794,92280,Standard,"Vidal, Blythe",San Bernardino County,
795,92281,PO Box,Westmorland,Imperial County,Area Code 760
796,92282,Standard,"Whitewater, Cabazon",Riverside County,
797,92283,Standard,"Winterhaven, Felicity",Imperial County,Area Code 760
798,92284,Standard,Yucca Valley,San Bernardino County,Area Code 760
799,92285,Standard,"Landers, Johnson Valley, Johnson Vly, Yucca Valle...",San Bernardino County,Area Code 760
800,92286,PO Box,Yucca Valley,San Bernardino County,Area Code 760
801,92292,Standard,Palm Springs,Riverside County,Area Code 760
802,92301,Standard,"Adelanto, El Mirage",San Bernardino County,Area Code 760
803,92304,PO Box,"Amboy, Cadiz",San Bernardino County,
804,92305,Standard,Angelus Oaks,San Bernardino County,
805,92307,Standard,Apple Valley,San Bernardino County,Area Code 760
806,92308,Standard,"Apple Valley, Jess Ranch",San Bernardino County,Area Code 760
807,92309,Standard,"Baker, Kelso",San Bernardino County,Area Code 760
808,92310,Standard,"Fort Irwin, Barstow",San Bernardino County,Area Code 760
809,92311,Standard,Barstow,San Bernardino County,Area Code 760
810,92312,PO Box,Barstow,San Bernardino County,Area Code 760
811,92313,Standard,Grand Terrace,San Bernardino County,Area Code 951Area Code 909
812,92314,Standard,Big Bear City,San Bernardino County,Area Code 909
813,92315,Standard,Big Bear Lake,San Bernardino County,Area Code 909
814,92316,Standard,Bloomington,San Bernardino County,
815,92317,PO Box,Blue Jay,San Bernardino County,
816,92318,Standard,Bryn Mawr,San Bernardino County,Area Code 909
817,92320,Standard,Calimesa,Riverside County,Area Code 909
818,92321,PO Box,Cedar Glen,San Bernardino County,
819,92322,PO Box,"Cedarpines Park, Cedarpines Pk",San Bernardino County,
820,92323,Standard,Cima,San Bernardino County,
821,92324,Standard,"Colton, Grand Terrace",San Bernardino County,Area Code 909Area Code 951
822,92325,PO Box,Crestline,San Bernardino County,
823,92326,PO Box,Crest Park,San Bernardino County,
824,92327,Standard,Daggett,San Bernardino County,Area Code 442Area Code 760
825,92328,Standard,Death Valley,Inyo County,Area Code 760
826,92329,PO Box,Phelan,San Bernardino County,
827,92331,PO Box,Fontana,San Bernardino County,Area Code 909
828,92332,Standard,Essex,San Bernardino County,
829,92333,PO Box,Fawnskin,San Bernardino County,
830,92334,PO Box,Fontana,San Bernardino County,Area Code 909
831,92335,Standard,Fontana,San Bernardino County,Area Code 909
832,92336,Standard,Fontana,San Bernardino County,Area Code 909
833,92337,Standard,Fontana,San Bernardino County,Area Code 909
834,92338,Standard,"Ludlow, Newberry Spgs, Newberry Springs",San Bernardino County,
835,92339,Standard,Forest Falls,San Bernardino County,
836,92340,PO Box,Hesperia,San Bernardino County,Area Code 760
837,92341,PO Box,"Green Valley Lake, Green Vly Lk",San Bernardino County,
838,92342,Standard,Helendale,San Bernardino County,Area Code 760
839,92344,Standard,"Hesperia, Oak Hills",San Bernardino County,Area Code 760
840,92345,Standard,Hesperia,San Bernardino County,Area Code 442Area Code 760
841,92346,Standard,Highland,San Bernardino County,Area Code 909
842,92347,Standard,Hinkley,San Bernardino County,Area Code 760
843,92350,Unique,Loma Linda,San Bernardino County,Area Code 909
844,92352,PO Box,"Lake Arrowhead, Lk Arrowhead",San Bernardino County,
845,92354,Standard,Loma Linda,San Bernardino County,Area Code 909
846,92356,Standard,"Lucerne Valley, Lucerne Vly",San Bernardino County,Area Code 760
847,92357,Unique,Loma Linda,San Bernardino County,Area Code 909
848,92358,Standard,Lytle Creek,San Bernardino County,Area Code 760
849,92359,Standard,Mentone,San Bernardino County,Area Code 909
850,92363,Standard,"Needles, Havasu Lake",San Bernardino County,Area Code 760
851,92364,Standard,"Nipton, Baker",San Bernardino County,Area Code 442Area Code 760
852,92365,Standard,"Newberry Springs, Newberry Spgs",San Bernardino County,Area Code 760Area Code 442
853,92366,Standard,Mountain Pass,San Bernardino County,Area Code 442Area Code 760
854,92368,Standard,Oro Grande,San Bernardino County,
855,92369,PO Box,Patton,San Bernardino County,Area Code 909
856,92371,Standard,Phelan,San Bernardino County,Area Code 760
857,92372,Standard,Pinon Hills,San Bernardino County,Area Code 661Area Code 760
858,92373,Standard,"Redlands, Loma Linda",San Bernardino County,Area Code 909
859,92374,Standard,Redlands,San Bernardino County,Area Code 909
860,92375,PO Box,Redlands,San Bernardino County,Area Code 909
861,92376,Standard,Rialto,San Bernardino County,Area Code 909
862,92377,Standard,Rialto,San Bernardino County,Area Code 909
863,92378,PO Box,Rimforest,San Bernardino County,
864,92382,PO Box,"Running Springs, Arrowbear Lake, Arrowbear Lk, Running Sp...",San Bernardino County,
865,92384,PO Box,Shoshone,Inyo County,Area Code 760
866,92385,PO Box,Skyforest,San Bernardino County,
867,92386,PO Box,"Sugarloaf, Big Bear City",San Bernardino County,
868,92389,PO Box,Tecopa,Inyo County,Area Code 760
869,92391,PO Box,Twin Peaks,San Bernardino County,
870,92392,Standard,Victorville,San Bernardino County,Area Code 760Area Code 442
871,92393,PO Box,Victorville,San Bernardino County,Area Code 760
872,92394,Standard,"Victorville, George AFB",San Bernardino County,Area Code 442Area Code 760
873,92395,Standard,"Victorville, Spg Valley Lk, Spring Valley Lake",San Bernardino County,Area Code 442Area Code 760Area Code 909
874,92397,Standard,Wrightwood,San Bernardino County,Area Code 760
875,92398,PO Box,Yermo,San Bernardino County,
876,92399,Standard,"Yucaipa, Oak Glen",San Bernardino County,Area Code 909
877,92401,Standard,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909Area Code 951
878,92402,PO Box,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
879,92403,Standard,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909Area Code 951
880,92404,Standard,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
881,92405,Standard,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
882,92406,PO Box,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
883,92407,Standard,"San Bernardino, Arrowhead Farms, Arrowhed Farm, Devore H...",San Bernardino County,Area Code 760Area Code 909
884,92408,Standard,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
885,92410,Standard,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 951Area Code 909
886,92411,Standard,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
887,92412,PO Box,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
888,92413,PO Box,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
889,92414,Unique,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
890,92415,Unique,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
891,92418,Unique,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
892,92423,PO Box,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
893,92424,Unique,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
894,92427,PO Box,"San Bernardino, Sn Bernrdno",San Bernardino County,Area Code 909
895,92501,Standard,Riverside,Riverside County,Area Code 909Area Code 951
896,92502,PO Box,Riverside,Riverside County,Area Code 951
897,92503,Standard,Riverside,Riverside County,Area Code 909Area Code 951
898,92504,Standard,Riverside,Riverside County,Area Code 909Area Code 951
899,92505,Standard,Riverside,Riverside County,Area Code 909
900,92506,Standard,Riverside,Riverside County,Area Code 909Area Code 951
901,92507,Standard,Riverside,Riverside County,Area Code 909Area Code 951
902,92508,Standard,Riverside,Riverside County,Area Code 909
903,92509,Standard,"Jurupa Valley, Riverside",Riverside County,Area Code 951
904,92513,PO Box,Riverside,Riverside County,Area Code 951
905,92514,PO Box,Riverside,Riverside County,Area Code 951
906,92515,PO Box,Riverside,Riverside County,Area Code 951
907,92516,PO Box,Riverside,Riverside County,Area Code 951
908,92517,PO Box,Riverside,Riverside County,Area Code 951
909,92518,Standard,"March Air Reserve Base, March Arb, Riverside",Riverside County,Area Code 951
910,92519,PO Box,Riverside,Riverside County,Area Code 951
911,92521,Unique,Riverside,Riverside County,Area Code 951
912,92522,Unique,Riverside,Riverside County,Area Code 951
913,92530,Standard,Lake Elsinore,Riverside County,Area Code 951
914,92531,PO Box,Lake Elsinore,Riverside County,Area Code 951
915,92532,Standard,Lake Elsinore,Riverside County,Area Code 951
916,92536,Standard,Aguanga,Riverside County,Area Code 951
917,92539,Standard,Anza,Riverside County,Area Code 951
918,92543,Standard,Hemet,Riverside County,Area Code 909Area Code 951
919,92544,Standard,"Hemet, Sage",Riverside County,Area Code 909Area Code 951
920,92545,Standard,Hemet,Riverside County,Area Code 951Area Code 909
921,92546,PO Box,Hemet,Riverside County,Area Code 951
922,92548,Standard,Homeland,Riverside County,Area Code 951
923,92549,PO Box,Idyllwild,Riverside County,Area Code 951
924,92551,Standard,Moreno Valley,Riverside County,Area Code 951
925,92552,PO Box,Moreno Valley,Riverside County,Area Code 951
926,92553,Standard,Moreno Valley,Riverside County,Area Code 951
927,92554,PO Box,Moreno Valley,Riverside County,Area Code 951
928,92555,Standard,"Moreno Valley, Rancho Belago",Riverside County,Area Code 951
929,92556,PO Box,Moreno Valley,Riverside County,Area Code 951
930,92557,Standard,Moreno Valley,Riverside County,Area Code 951
931,92561,Standard,"Mountain Center, Mountain Ctr",Riverside County,Area Code 760
932,92562,Standard,Murrieta,Riverside County,Area Code 951
933,92563,Standard,Murrieta,Riverside County,Area Code 951
934,92564,PO Box,Murrieta,Riverside County,Area Code 951
935,92567,Standard,"Nuevo, Lakeview",Riverside County,Area Code 951
936,92570,Standard,"Perris, Lake Mathews",Riverside County,Area Code 951
937,92571,Standard,Perris,Riverside County,Area Code 951
938,92572,PO Box,Perris,Riverside County,Area Code 951
939,92581,PO Box,San Jacinto,Riverside County,Area Code 951
940,92582,Standard,San Jacinto,Riverside County,Area Code 951
941,92583,Standard,"San Jacinto, Gilman Hot Springs, Glmn Hot Spgs",Riverside County,Area Code 909Area Code 951
942,92584,Standard,"Menifee, Quail Valley, Romoland, Sun City",Riverside County,Area Code 951
943,92585,Standard,"Menifee, Quail Valley, Romoland, Sun City",Riverside County,Area Code 951
944,92586,Standard,"Menifee, Quail Valley, Romoland, Sun City",Riverside County,Area Code 951
945,92587,Standard,"Menifee, Canyon Lake, Quail Valley, Romoland, Sun...",Riverside County,Area Code 951
946,92589,PO Box,Temecula,Riverside County,Area Code 951
947,92590,Standard,Temecula,Riverside County,Area Code 951Area Code 909
948,92591,Standard,Temecula,Riverside County,Area Code 909Area Code 951
949,92592,Standard,Temecula,Riverside County,Area Code 909Area Code 951
950,92593,PO Box,Temecula,Riverside County,Area Code 951
951,92595,Standard,Wildomar,Riverside County,Area Code 951
952,92596,Standard,"Winchester, Menifee",Riverside County,
953,92599,Unique,Perris,Riverside County,Area Code 951
954,92602,Standard,Irvine,Orange County,Area Code 949
955,92603,Standard,Irvine,Orange County,Area Code 714Area Code 949
956,92604,Standard,Irvine,Orange County,Area Code 949
957,92605,PO Box,"Huntington Beach, Huntingtn Bch",Orange County,Area Code 714
958,92606,Standard,Irvine,Orange County,Area Code 714Area Code 949
959,92607,PO Box,"Laguna Niguel, Laguna Beach",Orange County,Area Code 949
960,92609,PO Box,"El Toro, Lake Forest",Orange County,Area Code 949
961,92610,Standard,"Foothill Ranch, El Toro, Foothill Rnch, Lake Forest",Orange County,Area Code 949
962,92612,Standard,Irvine,Orange County,Area Code 714Area Code 949
963,92614,Standard,Irvine,Orange County,Area Code 949Area Code 714
964,92615,PO Box,"Huntington Beach, Huntingtn Bch",Orange County,Area Code 714
965,92616,PO Box,Irvine,Orange County,Area Code 714
966,92617,Standard,Irvine,Orange County,Area Code 714
967,92618,Standard,Irvine,Orange County,Area Code 949
968,92619,PO Box,Irvine,Orange County,Area Code 714
969,92620,Standard,Irvine,Orange County,Area Code 949
970,92623,PO Box,Irvine,Orange County,Area Code 714
971,92624,Standard,"Capistrano Beach, Capo Beach, Dana Point",Orange County,Area Code 714Area Code 949
972,92625,Standard,"Corona Del Mar, Corona Dl Mar",Orange County,Area Code 949
973,92626,Standard,Costa Mesa,Orange County,Area Code 714
974,92627,Standard,Costa Mesa,Orange County,Area Code 714
975,92628,PO Box,Costa Mesa,Orange County,Area Code 714
976,92629,Standard,"Dana Point, Monarch Bay, Monarch Beach",Orange County,Area Code 714Area Code 949
977,92630,Standard,"Lake Forest, El Toro",Orange County,Area Code 714Area Code 949
978,92637,Standard,"Laguna Woods, Laguna Hills",Orange County,Area Code 714Area Code 949
979,92646,Standard,"Huntington Beach, Huntingtn Bch",Orange County,Area Code 657Area Code 714
980,92647,Standard,"Huntington Beach, Huntingtn Bch",Orange County,Area Code 657Area Code 714Area Code 562
981,92648,Standard,"Huntington Beach, Huntingtn Bch",Orange County,Area Code 562Area Code 657Area Code 714
982,92649,Standard,"Huntington Beach, Huntingtn Bch",Orange County,Area Code 562Area Code 714
983,92650,PO Box,"East Irvine, Irvine",Orange County,Area Code 714
984,92651,Standard,Laguna Beach,Orange County,Area Code 714Area Code 949
985,92652,PO Box,Laguna Beach,Orange County,Area Code 949
986,92653,Standard,"Laguna Hills, Aliso Viejo, Laguna Beach, Laguna Woods",Orange County,Area Code 714Area Code 949
987,92654,PO Box,"Laguna Hills, Laguna Beach, Laguna Woods",Orange County,Area Code 949
988,92655,Standard,Midway City,Orange County,Area Code 714
989,92656,Standard,"Aliso Viejo, Laguna Beach, Laguna Hills",Orange County,Area Code 949Area Code 714
990,92657,Standard,"Newport Coast, Newport Beach",Orange County,Area Code 949
991,92658,PO Box,Newport Beach,Orange County,Area Code 949
992,92659,PO Box,Newport Beach,Orange County,Area Code 949
993,92660,Standard,Newport Beach,Orange County,Area Code 949
994,92661,Standard,Newport Beach,Orange County,Area Code 949
995,92662,Standard,"Newport Beach, Balboa, Balboa Island",Orange County,Area Code 949
996,92663,Standard,Newport Beach,Orange County,Area Code 949
997,92672,Standard,San Clemente,Orange County,Area Code 949
998,92673,Standard,San Clemente,Orange County,Area Code 949
999,92674,PO Box,San Clemente,Orange County,Area Code 949
1000,92675,Standard,"San Juan Capistrano, Mission Viejo, San Juan Capo",Orange County,Area Code 714Area Code 949
1001,92676,Standard,Silverado,Orange County,Area Code 714
1002,92677,Standard,"Laguna Niguel, Laguna Beach",Orange County,Area Code 949
1003,92678,PO Box,"Trabuco Canyon, Trabuco Cyn",Orange County,Area Code 949
1004,92679,Standard,"Trabuco Canyon, Coto De Caza, Dove Canyon, Lake Forest, ...",Orange County,Area Code 949
1005,92683,Standard,Westminster,Orange County,Area Code 657Area Code 714
1006,92684,PO Box,Westminster,Orange County,Area Code 714
1007,92685,PO Box,Westminster,Orange County,Area Code 714
1008,92688,Standard,"Rancho Santa Margarita, Rancho Sta Marg, Rcho Sta Marg, Rsm",Orange County,Area Code 949
1009,92690,PO Box,"Mission Viejo, San Juan Capistrano, San Juan Capo",Orange County,Area Code 949
1010,92691,Standard,"Mission Viejo, San Juan Capistrano, San Juan Capo",Orange County,Area Code 714Area Code 949
1011,92692,Standard,"Mission Viejo, San Juan Capistrano, San Juan Capo",Orange County,Area Code 949
1012,92693,PO Box,"San Juan Capistrano, San Juan Capo",Orange County,Area Code 949
1013,92694,Standard,"Ladera Ranch, Mission Viejo, Ran Msn Viejo, Rancho Mis...",Orange County,Area Code 949
1014,92697,Unique,Irvine,Orange County,Area Code 714
1015,92698,Unique,Aliso Viejo,Orange County,Area Code 949
1016,92701,Standard,Santa Ana,Orange County,Area Code 562Area Code 657Area Code 949Area Code 714
1017,92702,PO Box,Santa Ana,Orange County,Area Code 714
1018,92703,Standard,Santa Ana,Orange County,Area Code 657Area Code 714
1019,92704,Standard,Santa Ana,Orange County,Area Code 657Area Code 714
1020,92705,Standard,"Santa Ana, Cowan Heights, North Tustin",Orange County,Area Code 657Area Code 714
1021,92706,Standard,Santa Ana,Orange County,Area Code 714Area Code 657Area Code 949
1022,92707,Standard,Santa Ana,Orange County,Area Code 562Area Code 657Area Code 714Area Code 949
1023,92708,Standard,"Fountain Valley, Fountain Vly, Santa Ana",Orange County,Area Code 714
1024,92709,Unique,Irvine,Orange County,Area Code 714
1025,92710,Unique,Irvine,Orange County,Area Code 714
1026,92711,PO Box,Santa Ana,Orange County,Area Code 714
1027,92712,PO Box,Santa Ana,Orange County,Area Code 714
1028,92725,Unique,Santa Ana,Orange County,Area Code 714
1029,92728,PO Box,"Fountain Valley, Fountain Vly, Santa Ana",Orange County,Area Code 714
1030,92735,PO Box,Santa Ana,Orange County,Area Code 714
1031,92780,Standard,Tustin,Orange County,Area Code 714
1032,92781,PO Box,Tustin,Orange County,Area Code 714
1033,92782,Standard,Tustin,Orange County,Area Code 714
1034,92799,Standard,Santa Ana,Orange County,Area Code 657Area Code 714Area Code 949Area Code 562
1035,92801,Standard,Anaheim,Orange County,Area Code 657Area Code 714Area Code 949
1036,92802,Standard,Anaheim,Orange County,Area Code 562Area Code 909Area Code 949Area Code 657Area Code 714
1037,92803,PO Box,Anaheim,Orange County,Area Code 714
1038,92804,Standard,Anaheim,Orange County,Area Code 657Area Code 714
1039,92805,Standard,Anaheim,Orange County,Area Code 626Area Code 562Area Code 657Area Code 714Area Code 909Area Code 949
1040,92806,Standard,Anaheim,Orange County,Area Code 657Area Code 562Area Code 626Area Code 714Area Code 909Area Code 949
1041,92807,Standard,Anaheim,Orange County,Area Code 714
1042,92808,Standard,Anaheim,Orange County,Area Code 714
1043,92809,Standard,Anaheim,Orange County,Area Code 714
1044,92811,PO Box,Atwood,Orange County,Area Code 714
1045,92812,PO Box,Anaheim,Orange County,Area Code 714
1046,92814,PO Box,Anaheim,Orange County,Area Code 714
1047,92815,PO Box,Anaheim,Orange County,Area Code 714
1048,92816,PO Box,Anaheim,Orange County,Area Code 714
1049,92817,PO Box,Anaheim,Orange County,Area Code 714
1050,92821,Standard,Brea,Orange County,Area Code 714
1051,92822,PO Box,Brea,Orange County,Area Code 714
1052,92823,Standard,Brea,Orange County,Area Code 714
1053,92825,PO Box,Anaheim,Orange County,Area Code 714
1054,92831,Standard,Fullerton,Orange County,Area Code 714Area Code 657
1055,92832,Standard,Fullerton,Orange County,Area Code 657Area Code 714
1056,92833,Standard,Fullerton,Orange County,Area Code 657Area Code 714
1057,92834,PO Box,Fullerton,Orange County,Area Code 714
1058,92835,Standard,Fullerton,Orange County,Area Code 657Area Code 714
1059,92836,PO Box,Fullerton,Orange County,Area Code 714
1060,92837,PO Box,Fullerton,Orange County,Area Code 714
1061,92838,PO Box,Fullerton,Orange County,Area Code 714
1062,92840,Standard,Garden Grove,Orange County,Area Code 657Area Code 714
1063,92841,Standard,Garden Grove,Orange County,Area Code 657Area Code 714
1064,92842,PO Box,Garden Grove,Orange County,Area Code 714
1065,92843,Standard,Garden Grove,Orange County,Area Code 714Area Code 657
1066,92844,Standard,Garden Grove,Orange County,Area Code 657Area Code 714
1067,92845,Standard,Garden Grove,Orange County,Area Code 714
1068,92846,PO Box,Garden Grove,Orange County,Area Code 714
1069,92850,Unique,Anaheim,Orange County,Area Code 714
1070,92856,PO Box,Orange,Orange County,Area Code 714
1071,92857,PO Box,Orange,Orange County,Area Code 714
1072,92859,PO Box,Orange,Orange County,Area Code 714
1073,92860,Standard,Norco,Riverside County,
1074,92861,Standard,"Villa Park, Orange",Orange County,Area Code 714
1075,92862,Standard,Orange,Orange County,Area Code 714
1076,92863,PO Box,Orange,Orange County,Area Code 714
1077,92864,PO Box,Orange,Orange County,Area Code 714
1078,92865,Standard,Orange,Orange County,Area Code 714
1079,92866,Standard,Orange,Orange County,Area Code 657Area Code 714
1080,92867,Standard,"Orange, Villa Park",Orange County,Area Code 657Area Code 714
1081,92868,Standard,Orange,Orange County,Area Code 657Area Code 949Area Code 714
1082,92869,Standard,Orange,Orange County,Area Code 714
1083,92870,Standard,Placentia,Orange County,Area Code 657Area Code 714
1084,92871,PO Box,Placentia,Orange County,Area Code 714
1085,92877,PO Box,Corona,Riverside County,Area Code 951
1086,92878,Standard,Corona,Riverside County,Area Code 951
1087,92879,Standard,Corona,Riverside County,Area Code 951Area Code 909
1088,92880,Standard,"Corona, Eastvale",Riverside County,Area Code 909
1089,92881,Standard,Corona,Riverside County,Area Code 909Area Code 951
1090,92882,Standard,Corona,Riverside County,Area Code 909Area Code 951
1091,92883,Standard,"Corona, Temescal Valley, Temescal Vly",Riverside County,Area Code 951
1092,92885,PO Box,Yorba Linda,Orange County,Area Code 714
1093,92886,Standard,Yorba Linda,Orange County,Area Code 657Area Code 714
1094,92887,Standard,Yorba Linda,Orange County,Area Code 657Area Code 714
1095,92899,Standard,Anaheim,Orange County,Area Code 714Area Code 909Area Code 562Area Code 626Area Code 949
1096,93001,Standard,Ventura,Ventura County,Area Code 805
1097,93002,PO Box,Ventura,Ventura County,Area Code 805
1098,93003,Standard,Ventura,Ventura County,Area Code 805
1099,93004,Standard,Ventura,Ventura County,Area Code 805
1100,93005,PO Box,Ventura,Ventura County,Area Code 805
1101,93006,PO Box,Ventura,Ventura County,Area Code 805
1102,93007,PO Box,Ventura,Ventura County,Area Code 805
1103,93009,Unique,Ventura,Ventura County,Area Code 805
1104,93010,Standard,Camarillo,Ventura County,Area Code 805
1105,93011,PO Box,Camarillo,Ventura County,Area Code 805
1106,93012,Standard,"Camarillo, Santa Rosa Va, Santa Rosa Valley",Ventura County,Area Code 805
1107,93013,Standard,Carpinteria,Santa Barbara County,Area Code 805
1108,93014,PO Box,Carpinteria,Santa Barbara County,Area Code 805
1109,93015,Standard,Fillmore,Ventura County,Area Code 805
1110,93016,PO Box,Fillmore,Ventura County,Area Code 805
1111,93020,PO Box,Moorpark,Ventura County,Area Code 805
1112,93021,Standard,Moorpark,Ventura County,Area Code 805
1113,93022,Standard,Oak View,Ventura County,Area Code 805
1114,93023,Standard,Ojai,Ventura County,Area Code 805
1115,93024,PO Box,Ojai,Ventura County,Area Code 805
1116,93030,Standard,Oxnard,Ventura County,Area Code 805
1117,93031,PO Box,Oxnard,Ventura County,Area Code 805
1118,93032,PO Box,Oxnard,Ventura County,Area Code 805
1119,93033,Standard,Oxnard,Ventura County,Area Code 805
1120,93034,PO Box,Oxnard,Ventura County,Area Code 805
1121,93035,Standard,Oxnard,Ventura County,Area Code 805
1122,93036,Standard,Oxnard,Ventura County,Area Code 805
1123,93040,PO Box,Piru,Ventura County,Area Code 805
1124,93041,Standard,"Port Hueneme, Point Mugu Nawc, Pt Mugu Nawc",Ventura County,Area Code 805
1125,93042,Unique,"Point Mugu Nawc, Port Hueneme, Pt Mugu Nawc",Ventura County,Area Code 805
1126,93043,Unique,"Port Hueneme Cbc Base, Port Hueneme, Prt Hueneme",Ventura County,Area Code 805
1127,93044,PO Box,Port Hueneme,Ventura County,Area Code 805
1128,93060,Standard,Santa Paula,Ventura County,Area Code 805
1129,93061,PO Box,Santa Paula,Ventura County,Area Code 805
1130,93062,PO Box,Simi Valley,Ventura County,Area Code 805
1131,93063,Standard,"Simi Valley, Santa Susana",Ventura County,Area Code 805
1132,93064,Unique,"Brandeis, Simi Valley",Ventura County,Area Code 805
1133,93065,Standard,Simi Valley,Ventura County,Area Code 805
1134,93066,Standard,Somis,Ventura County,Area Code 805
1135,93067,PO Box,Summerland,Santa Barbara County,
1136,93093,Standard,Simi Valley,Ventura County,Area Code 805
1137,93094,PO Box,Simi Valley,Ventura County,Area Code 805
1138,93099,Unique,Simi Valley,Ventura County,Area Code 805
1139,93101,Standard,Santa Barbara,Santa Barbara County,Area Code 805
1140,93102,PO Box,Santa Barbara,Santa Barbara County,Area Code 805
1141,93103,Standard,Santa Barbara,Santa Barbara County,Area Code 805
1142,93105,Standard,"Santa Barbara, Montecito",Santa Barbara County,Area Code 805
1143,93106,Unique,Santa Barbara,Santa Barbara County,Area Code 805
1144,93107,PO Box,Santa Barbara,Santa Barbara County,Area Code 805
1145,93108,Standard,"Santa Barbara, Montecito",Santa Barbara County,Area Code 805
1146,93109,Standard,Santa Barbara,Santa Barbara County,Area Code 805
1147,93110,Standard,"Santa Barbara, Goleta",Santa Barbara County,Area Code 805
1148,93111,Standard,"Santa Barbara, Goleta",Santa Barbara County,Area Code 805
1149,93116,PO Box,"Goleta, Santa Barbara",Santa Barbara County,Area Code 805
1150,93117,Standard,"Goleta, Gaviota, Isla Vista, Santa Barbara",Santa Barbara County,Area Code 805
1151,93118,PO Box,"Goleta, Santa Barbara",Santa Barbara County,Area Code 805
1152,93120,PO Box,Santa Barbara,Santa Barbara County,Area Code 805
1153,93121,PO Box,Santa Barbara,Santa Barbara County,Area Code 805
1154,93130,PO Box,Santa Barbara,Santa Barbara County,Area Code 805
1155,93140,PO Box,Santa Barbara,Santa Barbara County,Area Code 805
1156,93150,PO Box,"Santa Barbara, Montecito",Santa Barbara County,Area Code 805
1157,93160,PO Box,Santa Barbara,Santa Barbara County,Area Code 805
1158,93190,PO Box,Santa Barbara,Santa Barbara County,Area Code 805
1159,93199,Unique,"Goleta, Santa Barbara",Santa Barbara County,Area Code 805
1160,93201,PO Box,Alpaugh,Tulare County,Area Code 559
1161,93202,Standard,Armona,Kings County,Area Code 559
1162,93203,Standard,"Arvin, Di Giorgio, Tejon Ranch",Kern County,Area Code 661
1163,93204,Standard,Avenal,Kings County,Area Code 559
1164,93205,Standard,Bodfish,Kern County,Area Code 661
1165,93206,Standard,Buttonwillow,Kern County,Area Code 661
1166,93207,Standard,"California Hot Springs, Calif Hot Spg",Tulare County,Area Code 661
1167,93208,PO Box,"Camp Nelson, Springville",Tulare County,Area Code 559
1168,93210,Standard,Coalinga,Fresno County,Area Code 559
1169,93212,Standard,Corcoran,Kings County,Area Code 559
1170,93215,Standard,Delano,Kern County,Area Code 661
1171,93216,PO Box,Delano,Kern County,Area Code 661
1172,93218,PO Box,Ducor,Tulare County,Area Code 559
1173,93219,Standard,Earlimart,Tulare County,Area Code 559Area Code 661
1174,93220,PO Box,Edison,Kern County,
1175,93221,Standard,Exeter,Tulare County,Area Code 559
1176,93222,PO Box,"Pine Mountain Club, Frazier Park, Pine Mtn Clb",Kern County,
1177,93223,Standard,Farmersville,Tulare County,Area Code 559
1178,93224,Standard,Fellows,Kern County,Area Code 661
1179,93225,Standard,Frazier Park,Kern County,
1180,93226,Standard,Glennville,Kern County,Area Code 661
1181,93227,PO Box,Goshen,Tulare County,Area Code 559
1182,93230,Standard,Hanford,Kings County,Area Code 559
1183,93232,PO Box,Hanford,Kings County,Area Code 559
1184,93234,PO Box,Huron,Fresno County,Area Code 559
1185,93235,Standard,Ivanhoe,Tulare County,Area Code 559
1186,93237,PO Box,Kaweah,Tulare County,Area Code 559
1187,93238,Standard,Kernville,Kern County,Area Code 760
1188,93239,Standard,"Kettleman City, Kettleman Cty",Kings County,Area Code 559
1189,93240,Standard,"Lake Isabella, Mountain Mesa",Kern County,Area Code 760
1190,93241,Standard,Lamont,Kern County,Area Code 661
1191,93242,Standard,Laton,Fresno County,Area Code 559
1192,93243,Standard,"Lebec, Gorman, Tejon Ranch",Kern County,Area Code 661
1193,93244,Standard,Lemon Cove,Tulare County,Area Code 559
1194,93245,Standard,Lemoore,Kings County,Area Code 559
1195,93246,Unique,"Lemoore, Lemoore Nas, Lemoore Naval Air Station",Kings County,Area Code 559
1196,93247,Standard,Lindsay,Tulare County,Area Code 559
1197,93249,Standard,Lost Hills,Kern County,Area Code 661
1198,93250,Standard,Mc Farland,Kern County,Area Code 661
1199,93251,Standard,Mc Kittrick,Kern County,Area Code 661Area Code 805
